zpid_index,zpid,homeStatus,resoFacts.homeType,yearBuilt,bedrooms,bathrooms,resoFacts.architecturalStyle,datePosted,pageViewCount,favoriteCount,longitude,latitude,address.state,address.zipcode,address.city,address.streetAddress,price,zestimate,rentZestimate,livingArea,resoFacts.pricePerSquareFoot,resoFacts.lotSize,annualHomeownersInsurance,propertyTaxRate,resoFacts.taxAnnualAmount,dateSold,resoFacts.heating,resoFacts.hasCooling,resoFacts.garageSpaces,resoFacts.hasGarage,resoFacts.basement,resoFacts.hasPrivatePool,resoFacts.hasFireplace,resoFacts.hasSpa,listed_by.business_name,yearsOld
54968971,54968971,FOR_SALE,SingleFamily,2000,4,2,"Custom Built,Modern",2022-08-26,1942,56,-117.91863,33.844482,CA,92805,Anaheim,814 N Lemon St,824900,825945,3399,1711,482.0,"5,940 sqft",3465,0.69,0.0,2011-09-30,['Central'],True,2,True,0,False,False,False,Realty One Group West,22
25763870,25763870,FOR_SALE,SingleFamily,1984,3,3,0,2022-06-24,2643,69,-117.7782,33.841724,CA,92807,Anaheim,6078 E Morningview Dr #6,810000,810004,3104,1400,579.0,"6,098 sqft",3402,0.69,0.0,2009-04-01,['Central'],True,2,True,0,False,True,True,Legacy One Real Estate,38
111422708,111422708,FOR_SALE,SingleFamily,1955,4,2,0,2022-08-24,1478,34,-117.968124,33.84633,CA,92801,Anaheim,1017 N Gilbert St,765000,792200,3264,1291,593.0,"7,189 sqft",3213,0.69,0.0,2017-12-27,['Central'],True,2,True,0,False,True,False,South County Estates,67
25155258,25155258,FOR_SALE,SingleFamily,1958,3,2,0,2022-07-14,1015,38,-117.97403,33.838722,CA,92801,Anaheim,531 N Harcourt St,839000,839004,3200,1267,662.0,"7,923 sqft",3524,0.69,0.0,2020-03-25,['Central'],True,2,True,0,True,False,False,Century 21 Allstars,64
25389454,25389454,FOR_SALE,SingleFamily,1989,3,3,Contemporary,2022-09-01,879,22,-117.81564,33.869034,CA,92807,Anaheim,1780 N Azure St,1099000,1099006,3899,2000,550.0,"5,000 sqft",4616,0.69,0.0,2002-12-31,['Central'],True,3,True,0,False,True,False,ReMax Tiffany Real Estate,33
25398693,25398693,FOR_SALE,SingleFamily,1977,3,3,Craftsman,2022-08-24,2377,117,-117.7561,33.87516,CA,92807,Anaheim,1270 N Robwood Cir,1025000,1046986,3899,2161,474.0,0.32 Acres,4305,0.69,0.0,0,"['Central', 'Fireplace(s)']",True,2,True,0,False,True,True,Coldwell Banker Realty,45
2062236475,2062236475,FOR_SALE,SingleFamily,1955,2,1,Traditional,2022-07-27,2222,63,-117.7899,33.864635,CA,92886,Yorba Linda,6623 Vista Loma S #B,695000,0,0,1014,685.0,"9,941 sqft",2919,0.69,0.0,0,['None'],True,0,False,0,False,False,False,Century 21 Award,67
25156584,25156584,FOR_SALE,SingleFamily,1955,4,2,0,2022-07-22,1695,61,-117.95764,33.852158,CA,92801,Anaheim,1303 N Lotus Pl,765500,765500,3264,1363,562.0,"7,000 sqft",3215,0.69,0.0,2007-12-13,0,True,2,True,0,False,True,False,Realty Masters & Associates,67
25405765,25405765,FOR_SALE,SingleFamily,1975,5,4,0,2022-09-01,1243,21,-117.766205,33.84627,CA,92807,Anaheim,6468 E Calle Del Norte,1125000,1125000,3962,2117,531.0,0.30 Acres,4725,0.69,0.0,2005-12-23,0,True,2,True,0,False,True,False,"Golden Land Homes, Inc.",47
25409024,25409024,FOR_SALE,SingleFamily,1971,3,2,0,2022-08-06,2795,106,-117.82261,33.84898,CA,92807,Anaheim,4352 E Claytor Cir,1225000,1226400,3399,1502,816.0,0.30 Acres,5145,0.69,0.0,2022-06-10,['Central'],True,2,True,0,True,True,True,Frontier Realty Inc,51
25411833,25411833,FOR_SALE,SingleFamily,2000,7,6,Modern,2022-08-04,3824,106,-117.81203,33.84879,CA,92807,Anaheim,130 S Lakeview Ave,3688888,3629103,10383,7593,486.0,1.30 Acres,15493,0.69,0.0,2000-05-08,"['Central', 'Fireplace(s)']",True,6,True,0,True,True,True,MHEL MOJICA,22
111422557,111422557,FOR_SALE,SingleFamily,1965,3,3,0,2022-08-26,1493,56,-117.99723,33.81823,CA,92804,Anaheim,3076 W Glen Holly Dr,860000,867500,3200,1486,579.0,"7,600 sqft",3612,0.69,0.0,0,['Central'],True,2,True,0,False,True,False,T.N.G. Real Estate Consultants,57
25394705,25394705,FOR_SALE,SingleFamily,1977,3,3,0,2022-06-24,2334,139,-117.77486,33.867798,CA,92807,Anaheim,1290 N Tippetts Ln,940000,940009,3891,1992,472.0,"8,400 sqft",3948,0.69,0.0,2017-01-18,['Central'],True,2,True,0,True,True,True,20/20 Realtors,45
102665582,102665582,FOR_SALE,SingleFamily,1977,5,4,0,2022-08-25,1594,59,-117.89252,33.848026,CA,92805,Anaheim,1733 E Belmont Ave,1099000,1099673,4411,2762,398.0,"6,600 sqft",4616,0.69,0.0,2017-07-06,['Central'],True,2,True,0,True,True,False,New Empire Realty,45
25408883,25408883,FOR_SALE,SingleFamily,1965,4,2,0,2022-07-05,2541,64,-117.811615,33.851547,CA,92807,Anaheim,4836 E Wasatch Dr,962000,963013,3499,1591,605.0,"8,428 sqft",4040,0.69,0.0,2022-06-16,['Natural Gas'],True,2,True,0,0,True,False,Opendoor Brokerage Inc.,57
25173509,25173509,FOR_SALE,SingleFamily,1959,4,2,0,2022-08-30,1287,51,-117.92851,33.801083,CA,92802,Anaheim,1858 S Janette Ln,1070000,1070001,3534,1727,620.0,"7,207 sqft",4494,0.69,0.0,2022-05-24,0,True,2,True,0,False,True,False,"REAL ESTATE EBROKER, INC.",63
25408330,25408330,FOR_SALE,SingleFamily,1974,3,3,Traditional,2022-06-10,2188,67,-117.78134,33.856647,CA,92807,Anaheim,6041 E Avenida Arbol,999000,988800,4099,2081,480.0,"5,800 sqft",4196,0.69,0.0,0,['Central'],True,2,True,0,False,True,False,Jason Mitchell R. E. Calif.,48
25161853,25161853,FOR_SALE,SingleFamily,1958,4,3,0,2022-04-06,2661,77,-117.99918,33.81508,CA,92804,Anaheim,3123 W Aliso Pl,895000,891100,3428,1705,525.0,"8,080 sqft",3759,0.69,0.0,2020-12-11,['Central'],True,2,True,0,True,True,False,Aguilar Realty,64
25225620,25225620,FOR_SALE,SingleFamily,1955,3,2,Ranch,2022-08-26,1612,55,-117.94562,33.805946,CA,92804,Anaheim,1657 S Humor Dr,799900,805800,2999,1125,711.0,"7,198 sqft",3360,0.69,0.0,1983-10-18,['Central'],True,2,True,0,False,True,False,Your Home Team Real Estate,67
25416400,25416400,FOR_SALE,SingleFamily,1975,3,3,0,2022-07-27,1669,31,-117.76029,33.83672,CA,92807,Anaheim,771 S Circulo Miro,939888,939894,3750,1928,487.0,"2,860 sqft",3948,0.69,0.0,2003-12-11,['Forced Air'],True,2,True,0,False,True,True,Casa Linda Realtors Inc.,47
25388955,25388955,FOR_SALE,SingleFamily,1971,4,2,0,2022-08-11,3257,78,-117.80677,33.871372,CA,92807,Anaheim,1879 N Cymbal Pl,849900,858500,3399,1605,530.0,"5,390 sqft",3570,0.69,0.0,0,['Central'],True,2,True,0,False,True,False,Picket Fences Real Estate,51
25406996,25406996,FOR_SALE,SingleFamily,1996,4,3,Traditional,2022-08-11,3657,81,-117.7513,33.851223,CA,92808,Anaheim,988 S Creekview Ln,1420000,1393100,4605,2641,538.0,0.33 Acres,5964,0.69,0.0,1996-06-20,['Central'],True,3,True,0,False,True,False,First Team Real Estate,26
25126508,25126508,FOR_SALE,SingleFamily,1904,2,1,0,2022-07-14,1699,35,-117.911705,33.838924,CA,92805,Anaheim,314 N Philadelphia St,699000,699087,2600,1008,693.0,"5,400 sqft",2936,0.69,0.0,0,['Wall Furnace'],True,0,False,0,False,False,False,First Team Real Estate,118
25218279,25218279,FOR_SALE,SingleFamily,1982,2,3,0,2022-07-15,1728,68,-117.977196,33.81658,CA,92804,Anaheim,2675 W Meadowview Ln,649000,649002,2650,1250,519.0,"1,730 sqft",2726,0.69,0.0,2014-12-23,['Central'],True,2,True,0,False,True,False,Compass,40
25217861,25217861,FOR_SALE,SingleFamily,1954,3,2,0,2022-09-07,61,0,-117.97902,33.81911,CA,92804,Anaheim,841 S Sylvan St,825000,815236,3099,1145,721.0,"7,200 sqft",3465,0.69,0.0,2009-05-20,"['Natural Gas', 'Wall Furnace']",True,2,True,0,False,False,False,eXp Realty of California Inc,68
25332198,25332198,FOR_SALE,SingleFamily,1958,4,2,0,2022-08-30,1480,23,-117.935,33.81935,CA,92802,Anaheim,1550 W Minerva Ave,840000,0,3596,1774,474.0,"6,100 sqft",3528,0.69,0.0,0,0,True,2,True,0,False,True,False,"Stacey Tran, Broker",64
25222097,25222097,FOR_SALE,SingleFamily,1955,4,2,Contemporary,2022-08-07,1697,75,-117.97213,33.804768,CA,92804,Anaheim,10862 Markev St,920000,920003,3116,1288,714.0,"7,502 sqft",3864,0.69,0.0,2022-05-27,['Natural Gas'],True,2,True,0,True,True,False,BHHS CA Properties,67
25413255,25413255,FOR_SALE,SingleFamily,1985,4,3,0,2022-08-11,2431,44,-117.80527,33.842773,CA,92807,Anaheim,5095 E Greensboro Ln,1359000,1359000,4371,2319,586.0,0.90 Acres,5708,0.69,0.0,0,['Central'],True,3,True,0,False,True,False,"BLANCA VASQUEZ, BROKER",37
25226943,25226943,FOR_SALE,SingleFamily,1955,4,3,0,2022-09-02,775,16,-117.9382,33.80993,CA,92802,Anaheim,1623 W Mells Ln,1149900,1149900,4170,2568,448.0,0.34 Acres,4830,0.69,0.0,2017-06-01,['Central'],True,2,True,0,False,True,False,iReal Estate Master,67
25411742,25411742,FOR_SALE,SingleFamily,1963,4,5,Spanish,2022-07-26,2696,92,-117.80343,33.848705,CA,92807,Anaheim,5206 E Crescent Dr,3680000,3656200,2195,5500,669.0,1 Acres,15456,0.69,0.0,0,['Central'],True,3,True,0,True,True,True,Seven Gables Real Estate,59
25334730,25334730,FOR_SALE,SingleFamily,1962,4,2,0,2022-09-02,525,10,-117.87718,33.82308,CA,92806,Anaheim,2627 E Strong Pl,899888,900800,3614,1820,494.0,"6,552 sqft",3780,0.69,0.0,2022-01-28,['Central'],True,2,True,0,False,True,False,First Title Realty Inc,60
25408617,25408617,FOR_SALE,SingleFamily,1977,4,2,0,2022-07-06,1648,59,-117.77316,33.858334,CA,92807,Anaheim,161 N Cielito Lindo,1129999,1130000,3528,1729,654.0,"6,600 sqft",4746,0.69,0.0,1994-01-20,['Forced Air'],True,2,True,0,False,True,False,BHHS CA Properties,45
25405899,25405899,FOR_SALE,SingleFamily,1986,4,3,Custom Built,2022-07-25,1955,28,-117.77762,33.85396,CA,92807,Anaheim,6117 E Baja Dr,1370000,1370000,4235,2328,588.0,"8,625 sqft",5754,0.69,0.0,2001-12-18,['Central'],True,3,True,0,True,True,True,Casitas Real Estate,36
63112678,63112678,FOR_SALE,SingleFamily,2003,3,3,0,2022-06-14,1679,42,-117.78571,33.853996,CA,92807,Anaheim,227 N Rock Creek Ln,1215000,1188701,4500,2700,450.0,"5,000 sqft",5103,0.69,0.0,2022-06-07,['Natural Gas'],True,2,True,0,True,True,False,Opendoor Brokerage Inc.,19
25406707,25406707,FOR_SALE,SingleFamily,1977,5,3,0,2022-08-15,2437,39,-117.74516,33.844273,CA,92808,Anaheim,970 S Jay Cir,1575000,1575000,5100,3280,480.0,0.30 Acres,6615,0.69,0.0,2020-02-14,['Central'],True,3,True,0,False,True,False,Active Realty,45
25334534,25334534,FOR_SALE,SingleFamily,1961,4,2,0,2022-08-20,7539,236,-117.874954,33.828674,CA,92806,Anaheim,866 S Chantilly St,700000,714800,3899,1974,355.0,"7,192 sqft",2940,0.69,0.0,0,['Central'],True,2,True,0,False,True,False,Realty Executives Select,61
25417527,25417527,FOR_SALE,SingleFamily,1977,3,3,0,2022-08-15,2197,57,-117.765755,33.839172,CA,92807,Anaheim,6431 E Shady Valley Ln,1114000,1114000,4396,2436,457.0,"6,481 sqft",4679,0.69,0.0,2022-07-06,['Natural Gas'],True,2,True,0,False,True,False,Opendoor Brokerage Inc.,45
25243343,25243343,FOR_SALE,SingleFamily,1956,3,2,0,2022-08-25,459,22,-118.00187,33.829617,CA,92804,Anaheim,202 S Western Ave,825000,825005,2699,1261,654.0,"8,400 sqft",3465,0.69,0.0,2019-09-05,['Central'],True,2,True,0,False,True,False,T.N.G. Real Estate Consultants,66
25160866,25160866,FOR_SALE,SingleFamily,1948,2,1,0,2022-08-09,3860,117,-118.008064,33.81293,CA,92804,Anaheim,3400 W Thornton Ave,700000,704900,2285,823,851.0,"7,426 sqft",2940,0.69,0.0,2022-07-15,['Natural Gas'],True,2,True,0,0,True,False,Opendoor Brokerage Inc.,74
25411887,25411887,FOR_SALE,SingleFamily,1978,5,6,0,2022-07-29,2720,77,-117.81824,33.845085,CA,92807,Anaheim,110 S Strada Pl,2995000,2951300,10295,5520,543.0,1.01 Acres,12579,0.69,0.0,2007-06-14,['Forced Air'],True,4,True,0,True,True,True,Vinpro Realty,44
25408076,25408076,FOR_SALE,SingleFamily,1975,3,3,0,2022-06-15,1757,41,-117.77614,33.857433,CA,92807,Anaheim,182 N Avenida Cienega,984000,984159,3427,1574,625.0,"5,850 sqft",4133,0.69,0.0,2022-05-17,['Natural Gas'],True,2,True,0,True,True,False,Opendoor Brokerage Inc.,47
25243628,25243628,FOR_SALE,SingleFamily,1968,3,2,0,2022-08-13,2416,51,-117.99879,33.82603,CA,92804,Anaheim,3113 W Vallejo Dr,899000,899400,3750,2077,433.0,"4,994 sqft",3776,0.69,0.0,1994-04-29,['Fireplace(s)'],True,2,True,0,False,True,False,Coldwell Banker Omni Group,54
25223428,25223428,FOR_SALE,SingleFamily,1962,3,2,Ranch,2022-08-18,1682,69,-117.953415,33.8266,CA,92804,Anaheim,428 S Camellia St,879500,880500,3128,1374,640.0,"7,300 sqft",3694,0.69,0.0,0,"['Central', 'Fireplace(s)', 'Forced Air']",True,2,True,0,False,True,False,PSI,60
25333983,25333983,FOR_SALE,SingleFamily,1961,4,2,0,2022-08-31,943,16,-117.87797,33.83441,CA,92806,Anaheim,553 S Hilda St,860000,868400,3399,1610,534.0,"7,243 sqft",3612,0.69,0.0,1994-07-13,['Central'],True,2,True,0,False,True,False,Re/Max Discover,61
25322580,25322580,FOR_SALE,SingleFamily,1957,3,3,Traditional,2022-06-19,1909,42,-117.90893,33.79134,CA,92802,Anaheim,219 W Sirius Ave,799000,782500,2999,1150,695.0,"7,200 sqft",3356,0.69,0.0,2019-05-20,['Wall Furnace'],True,1,True,0,False,False,False,JND Realty,65
25218493,25218493,FOR_SALE,SingleFamily,1956,3,2,0,2022-08-30,1177,29,-117.97866,33.812256,CA,92804,Anaheim,2654 W Chanticleer Rd,875000,880000,3695,2052,426.0,"7,650 sqft",3675,0.69,0.0,2021-08-25,0,True,2,True,0,True,True,False,RE/MAX New Dimension,66
250189174,250189174,FOR_SALE,SingleFamily,2016,4,3,Contemporary,2022-07-20,1844,61,-117.86856,33.832447,CA,92806,Anaheim,2876 E South St,1399000,1369146,4335,2798,500.0,"3,933 sqft",5876,0.69,0.0,2017-04-21,0,True,2,True,0,False,True,False,Real Estate Ebroker Inc,6
25415074,25415074,FOR_SALE,SingleFamily,1994,3,4,0,2022-08-19,1759,38,-117.79544,33.849724,CA,92807,Anaheim,166 S Vista Grande,1599000,1559600,4800,3080,519.0,"10,360 sqft",6716,0.69,0.0,1995-12-01,"['Fireplace(s)', 'Forced Air', 'Natural Gas', 'Wood']",True,3,True,0,True,True,True,Laila Coucouroux,28
25411848,25411848,FOR_SALE,SingleFamily,1976,8,6,0,2022-05-13,1967,43,-117.81256,33.844696,CA,92807,Anaheim,190 S Cobblestone Ln,4600000,4451600,12075,6701,686.0,1 Acres,19320,0.69,0.0,2020-11-16,"['Central', 'Zoned']",True,4,True,0,True,True,False,Aston Group,46
25218268,25218268,FOR_SALE,SingleFamily,1982,2,3,Contemporary,2022-07-05,2144,42,-117.9764,33.816402,CA,92804,Anaheim,2630 W Meadowview Ln,625000,617900,2749,1427,438.0,"1,300 sqft",2625,0.69,0.0,2005-09-28,['Forced Air'],True,2,True,0,False,True,False,Coldwell Banker Realty,40
25163473,25163473,FOR_SALE,SingleFamily,1954,4,2,0,2022-07-28,1096,21,-117.89192,33.83351,CA,92805,Anaheim,1727 E Chelsea Dr,799999,799200,3314,1328,602.0,"6,169 sqft",3360,0.69,0.0,2014-07-31,['Central'],True,2,True,0,False,True,False,Remax Innovative,68
25388873,25388873,FOR_SALE,SingleFamily,1971,4,2,0,2022-08-19,2356,21,-117.80629,33.86891,CA,92807,Anaheim,1828 N Cymbal Way,849900,858400,3249,1680,506.0,"5,554 sqft",3570,0.69,0.0,1996-09-18,0,True,2,True,0,False,False,False,Active Realty,51
25125620,25125620,FOR_SALE,SingleFamily,1965,4,3,Mediterranean,2022-09-03,802,13,-117.933754,33.83743,CA,92801,Anaheim,1430 W Westmont Dr,1199000,1199000,6999,2965,404.0,0.31 Acres,5036,0.69,0.0,1999-03-18,['Central'],True,0,True,0,0,False,False,"American Dream Realty, Inc.",57
25155139,25155139,FOR_SALE,SingleFamily,1955,3,3,0,2022-07-15,595,9,-117.96832,33.844048,CA,92801,Anaheim,2409 W Valdina Ave,819999,820000,3399,1627,504.0,"7,750 sqft",3444,0.69,0.0,2003-08-28,['Forced Air'],True,2,True,0,False,True,False,Triumph Real Estate Solutions,67
25127511,25127511,FOR_SALE,SingleFamily,1952,3,2,0,2022-06-20,1356,61,-117.90307,33.84138,CA,92805,Anaheim,1213 E Adele St,809000,809000,3214,1268,638.0,"6,547 sqft",3398,0.69,0.0,2022-05-20,['Natural Gas'],True,2,True,0,0,True,False,Opendoor Brokerage Inc.,70
25150146,25150146,FOR_SALE,SingleFamily,1955,3,2,Mid Century Modern,2022-08-14,2401,67,-117.97876,33.839745,CA,92801,Anaheim,2657 W Crescent Ave,789000,789100,3200,1318,599.0,"6,266 sqft",3314,0.69,0.0,2018-03-31,['Forced Air'],True,2,True,0,False,False,False,"Strawberry Fields R.E., Inc",67
25156667,25156667,FOR_SALE,SingleFamily,1954,4,2,"Bungalow,Traditional",2022-07-07,946,30,-117.95547,33.85322,CA,92801,Anaheim,1332 N Columbine Pl,855000,855004,3164,1439,594.0,"6,800 sqft",3591,0.69,0.0,2009-09-25,"['Central', 'ENERGY STAR Qualified Equipment', 'Natural Gas']",True,2,True,0,False,True,False,Big Block Executives,68
25398354,25398354,FOR_SALE,SingleFamily,1976,4,2,0,2022-06-24,1617,30,-117.76145,33.873085,CA,92807,Anaheim,1201 N Allwood Cir,898000,892800,3399,1655,543.0,"7,475 sqft",3772,0.69,0.0,1991-06-19,['Central'],True,2,True,0,False,True,False,Aramis Realty Group Inc.,46
25403832,25403832,FOR_SALE,SingleFamily,1990,3,3,Mediterranean,2022-07-22,1269,25,-117.73251,33.86433,CA,92808,Anaheim,539 S Laureltree Dr,1350000,1349100,3899,2133,633.0,0.25 Acres,5670,0.69,0.0,2020-09-01,['Central'],True,2,True,0,False,True,False,First Team Real Estate,32
25415825,25415825,FOR_SALE,SingleFamily,1980,5,3,Craftsman,2022-06-30,1827,44,-117.78919,33.840603,CA,92807,Anaheim,641 S Frontier Ct,1549000,1529700,5100,3350,462.0,0.41 Acres,6506,0.69,0.0,2005-10-12,['Central'],True,3,True,0,True,True,True,Active Realty,42
25403999,25403999,FOR_SALE,SingleFamily,1990,3,3,0,2022-07-05,1078,26,-117.727066,33.86395,CA,92808,Anaheim,703 S Morningstar Dr,1295000,1258400,3699,1839,704.0,"4,000 sqft",5439,0.69,0.0,2017-08-07,0,True,2,True,0,False,True,False,Compass,32
25227456,25227456,FOR_SALE,SingleFamily,1962,4,2,0,2022-04-25,1711,56,-117.936195,33.808777,CA,92802,Anaheim,1581 W Pacific Pl,949000,937137,3800,1810,524.0,"7,350 sqft",3986,0.69,0.0,0,['Central'],True,2,True,0,True,True,False,First Title Realty Inc,60
25220842,25220842,FOR_SALE,SingleFamily,1955,3,2,0,2022-08-22,2120,90,-117.975334,33.82109,CA,92804,Anaheim,2575 W Rome Ave,815000,819600,3023,1130,721.0,"7,220 sqft",3423,0.69,0.0,2022-06-08,['Central'],True,2,True,0,False,True,False,"Scott Barnhart ,Broker",67
25125685,25125685,FOR_SALE,SingleFamily,1935,2,1,Ranch,2022-08-26,1211,37,-117.93452,33.8469,CA,92801,Anaheim,1232 W La Palma Ave,699900,704300,2497,912,767.0,"6,156 sqft",2940,0.69,0.0,0,['Forced Air'],True,2,True,Unfinished,False,False,False,The Boutique Real Estate Group,87
25160678,25160678,FOR_SALE,SingleFamily,1965,3,3,Ranch,2022-08-11,1442,22,-117.99466,33.820366,CA,92804,Anaheim,804 S Hayward St,885000,885400,3499,1766,501.0,"7,200 sqft",3717,0.69,0.0,0,"['Central', 'ENERGY STAR Qualified Equipment', 'Fireplace(s)', 'Forced Air', 'Natural Gas', 'Wood']",True,2,True,0,False,True,False,C-21 Classic Estates,57
25405942,25405942,FOR_SALE,SingleFamily,1974,4,2,0,2022-07-07,1154,26,-117.77418,33.855038,CA,92807,Anaheim,6142 E San Lorenzo Ln,1019900,1019905,3695,1791,569.0,"7,533 sqft",4284,0.69,0.0,0,['Central'],True,2,True,0,False,True,False,"Paul Kott Realtors, Inc.",48
25415619,25415619,FOR_SALE,SingleFamily,1981,4,3,0,2022-08-25,1109,10,-117.785385,33.84116,CA,92807,Anaheim,5901 E Cowboy Cir,1650000,1650990,4800,3092,534.0,0.31 Acres,6930,0.69,0.0,0,0,True,2,True,0,False,True,False,Hayat Regency Real Estate,41
25415372,25415372,FOR_SALE,SingleFamily,1979,5,3,Contemporary,2022-06-23,1142,20,-117.791725,33.84105,CA,92807,Anaheim,595 S Paseo Carmel,1499900,1478300,5000,3190,470.0,"9,600 sqft",6300,0.69,0.0,2000-05-01,"['Central', 'Fireplace(s)']",True,2,True,0,False,True,False,Coldwell Banker Realty,43
25323284,25323284,FOR_SALE,SingleFamily,1976,2,1,"Contemporary,Traditional",2022-06-16,2170,11,-117.89595,33.82488,CA,92805,Anaheim,940 S Sarah Way,659000,653800,2699,1220,540.0,"4,140 sqft",2768,0.69,0.0,0,['Central'],True,2,True,0,False,False,False,Lifetime Realty Inc,46
25160657,25160657,FOR_SALE,SingleFamily,1965,4,2,0,2022-07-08,576,9,-117.99658,33.819706,CA,92804,Anaheim,3062 W Teranimar Dr,950000,945900,3399,1614,589.0,"7,200 sqft",3990,0.69,0.0,2004-02-25,['Forced Air'],True,2,True,0,True,True,False,REAL ESTATE ONE,57
25222146,25222146,FOR_SALE,SingleFamily,1959,4,2,0,2022-08-22,2028,87,-117.973755,33.80344,CA,92804,Anaheim,10951 Rustic Ln,880000,881100,3099,1288,683.0,"7,200 sqft",3696,0.69,0.0,2022-05-06,['Central'],True,2,True,0,False,True,False,One Stop Realty and Financial,63
25403162,25403162,FOR_SALE,SingleFamily,1984,2,2,0,2022-06-10,1931,38,-117.73748,33.86866,CA,92808,Anaheim,160 S Birchwood St,800000,790700,2849,1171,683.0,"3,500 sqft",3360,0.69,0.0,1997-03-20,0,True,2,True,0,False,True,False,Seven Gables Real Estate,38
25406703,25406703,FOR_SALE,SingleFamily,1978,4,3,0,2022-06-07,1344,26,-117.74554,33.84497,CA,92808,Anaheim,940 S Jay Cir,1399000,1356400,5029,3118,449.0,0.35 Acres,5876,0.69,0.0,2003-09-03,"['Central', 'Fireplace(s)', 'Forced Air']",True,3,True,0,False,True,True,First Team Real Estate,44
25415009,25415009,FOR_SALE,SingleFamily,1976,4,5,Traditional,2022-07-31,1081,16,-117.79143,33.843765,CA,92807,Anaheim,495 S Paseo Bandera,1465000,1439500,4573,2901,505.0,"8,000 sqft",6153,0.69,0.0,0,['Central'],True,3,True,0,True,True,True,Keller Williams Realty,46
25405454,25405454,FOR_SALE,SingleFamily,1994,3,3,0,2022-07-05,1051,20,-117.74575,33.852665,CA,92808,Anaheim,997 S Dylan Way,1150000,1147900,3650,1709,673.0,"3,600 sqft",4830,0.69,0.0,2007-06-08,0,True,2,True,0,False,True,False,COLDWELL BANKER TOP TEAM,28
25225097,25225097,FOR_SALE,SingleFamily,1954,3,2,0,2022-07-27,775,33,-117.95619,33.810776,CA,92804,Anaheim,2123 W Cerritos Ave,899000,899400,3200,1407,639.0,"7,314 sqft",3776,0.69,0.0,2017-11-17,"['Floor Furnace', 'Wall Furnace']",True,2,True,0,False,False,False,Greenfield Realty,68
25388359,25388359,FOR_SALE,SingleFamily,1970,4,3,0,2022-07-20,1254,39,-117.81128,33.868217,CA,92807,Anaheim,1790 N Holbrook St,1085000,0,0,2175,499.0,"5,565 sqft",4557,0.69,0.0,2014-09-12,['Central'],True,2,True,0,False,False,False,Greenlight Properties,52
25129497,25129497,FOR_SALE,SingleFamily,1955,5,3,0,2022-09-06,68,1,-117.93213,33.82463,CA,92802,Anaheim,1439 W Kiama Pl,949100,813100,3699,1800,527.0,"7,020 sqft",3986,0.69,0.0,2003-08-01,0,True,2,True,0,False,False,False,Enstone Investments Inc,67
25154419,25154419,FOR_SALE,SingleFamily,1950,3,2,0,2022-07-31,741,32,-117.9722,33.83982,CA,92801,Anaheim,2509 W Crescent Ave,792000,841100,3200,1259,629.0,"6,838 sqft",3326,0.69,0.0,2022-02-15,['Natural Gas'],True,2,True,0,0,True,False,Opendoor Brokerage Inc.,72
25331713,25331713,FOR_SALE,SingleFamily,1956,3,2,0,2022-08-13,2322,63,-117.93683,33.823006,CA,92802,Anaheim,704 S Loara St,799888,863300,3128,1410,567.0,"9,240 sqft",3360,0.69,0.0,2006-05-10,['Forced Air'],True,2,True,0,False,True,False,BHHS CA Properties,66
25331635,25331635,FOR_SALE,SingleFamily,1955,4,2,Contemporary,2022-08-15,1033,21,-117.93585,33.824184,CA,92802,Anaheim,634 S Sonya Pl,1149000,1140400,3399,1695,678.0,0.25 Acres,4826,0.69,0.0,2000-05-01,['Central'],True,2,True,0,False,True,False,New Century Realtors,67
25415070,25415070,FOR_SALE,SingleFamily,1995,3,4,Contemporary,2022-06-09,989,14,-117.79642,33.849453,CA,92807,Anaheim,5468 E Suncrest Rd,1575000,1541100,4500,2740,575.0,0.26 Acres,6615,0.69,0.0,1995-12-15,"['Central', 'ENERGY STAR Qualified Equipment', 'High Efficiency', 'Natural Gas', 'Solar']",True,3,True,0,False,True,False,Signature Real Estate Group,27
